Unnamed: 0,pregunta,opciones,respuesta,argumento,referencia
244,"Una empresa tiene licencias de software existentes que quiere llevar a AWS, pero el modelo de licencia requiere licencias de núcleos físicos. ¿Cómo puede la empresa cumplir con este requisito en la nube de AWS?","A. Inicie una instancia de Amazon EC2 con arrendamiento predeterminado.
B. Inicie una instancia de Amazon EC2 en un host dedicado.
C. Crear una reserva de capacidad bajo demanda.
D. Comprar Instancias Reservadas Dedicadas.",B. Inicie una instancia de Amazon EC2 en un host dedicado.,"Los hosts dedicados de Amazon EC2 le permiten utilizar sus licencias de software elegibles de proveedores como Microsoft y Oracle en Amazon EC2, para que obtenga la flexibilidad y rentabilidad de usar sus propias licencias, pero con la resiliencia, simplicidad y elasticidad de AWS. Un host dedicado de Amazon EC2 es un servidor físico totalmente dedicado para su uso, de modo que pueda ayudar a cumplir con los requisitos de cumplimiento corporativo.",https://aws.amazon.com/ec2/dedicated-hosts/
245,"Una empresa tiene una arquitectura AWS compleja. La empresa necesita asistencia de un profesional técnico dedicado que pueda sugerir estrategias con respecto a incidentes, compensaciones, soporte y gestión de riesgos. ¿Qué plan de AWS Support proporcionará el soporte necesario?","A. AWS Business Support.
B. AWS Enterprise Support.
C. AWS Developer Support.
D. AWS Basic Support.",B. AWS Enterprise Support.,"Primero, una arquitectura AWS compleja. 2. necesita asistencia de un profesional técnico dedicado que pueda sugerir estrategias con respecto a incidentes, compensaciones, soporte y gestión de riesgos.",https://aws.amazon.com/premiumsupport/plans/
246,¿Cuál de las siguientes es una ventaja que la nube de AWS ofrece a los usuarios?,"A. Los usuarios eliminan la necesidad de adivinar los requisitos de capacidad de la infraestructura.
B. Los usuarios reducen sus costos variables al mantener la propiedad exclusiva del hardware de TI.
C. Los usuarios mantienen el control del hardware de la infraestructura de TI subyacente.
D. Los usuarios mantienen el control de los sistemas operativos para los servicios administrados.",A. Los usuarios eliminan la necesidad de adivinar los requisitos de capacidad de la infraestructura.,"Deje de adivinar la capacidad: elimine las conjeturas sobre las necesidades de capacidad de su infraestructura. Cuando toma una decisión sobre la capacidad antes de implementar una aplicación, a menudo termina con costosos recursos inactivos o lidiando con una capacidad limitada. Con la computación en la nube, estos problemas desaparecen. Puede acceder a tanta o tan poca capacidad como necesite y ampliarla o reducirla según sea necesario con solo unos minutos de aviso.",https://docs.aws.amazon.com/whitepapers/latest/aws-overview/six-advantages-of-cloud-computing.html
247,¿Qué servicios de AWS pueden utilizar AWS WAF para protegerse contra explotaciones web comunes? (Escoge dos.),"A. Ruta 53 del Amazonas.
B. Amazon CloudFront.
C. Familia de transferencias de AWS.
D. VPN de sitio a sitio de AWS.
E. Puerta de enlace API de Amazon.","B. Amazon CloudFront.
E. Puerta de enlace API de Amazon.","AWS WAF se puede implementar en Amazon CloudFront, Application Load Balancer (ALB), Amazon API Gateway y AWS AppSync. Como parte de Amazon CloudFront, puede ser parte de su red de distribución de contenido (CDN) protegiendo sus recursos y contenido en las ubicaciones de Edge. Como parte del Balanceador de carga de aplicaciones, puede proteger los servidores web de origen que se ejecutan detrás de los ALB. Como parte de Amazon API Gateway, puede ayudar a asegurar y proteger sus API REST. Como parte de AWS AppSync, puede ayudar a asegurar y proteger sus API GraphQL.","https://aws.amazon.com/waf/faqs/#:~:text=What%20services%20does%20AWS%20WAF,content%20at%20the%20Edge%20locations."
248,¿Qué controles se comparten según el modelo de responsabilidad compartida de AWS? (Escoge dos.),"A. Sensibilización y formación.
B. Aplicación de parches a Amazon RDS.
C. Gestión de configuración.
D. Controles físicos y ambientales.
E. Protección o seguridad de servicios y comunicaciones.","A. Sensibilización y formación.
C. Gestión de configuración.","Controles compartidos: controles que se aplican tanto a la capa de infraestructura como a las capas de clientes, pero en contextos o perspectivas completamente separados. En un control compartido, AWS proporciona los requisitos para la infraestructura y el cliente debe proporcionar su propia implementación de control dentro de su uso de los servicios de AWS. Los ejemplos incluyen: Administración de parches: AWS es responsable de parchear y corregir fallas dentro de la infraestructura, pero los clientes son responsables de parchear sus aplicaciones y sistemas operativos invitados. Gestión de la configuración: AWS mantiene la configuración de sus dispositivos de infraestructura, pero el cliente es responsable de configurar sus propios sistemas operativos, bases de datos y aplicaciones invitados. Concientización y capacitación: AWS capacita a los empleados de AWS, pero un cliente debe capacitar a sus propios empleados.",https://aws.amazon.com/compliance/shared-responsibility-model/?nc1=h_ls
249,Una empresa gestiona aplicaciones globales que requieren direcciones IP estáticas. ¿Qué servicio de AWS permitiría a la empresa mejorar la disponibilidad y el rendimiento de sus aplicaciones?,"A. Amazon CloudFront.
B. Acelerador global de AWS.
C. Aceleración de transferencia de Amazon S3.
D. Puerta de enlace API de Amazon.",B. Acelerador global de AWS.,"AWS Global Accelerator es un servicio que mejora la disponibilidad y el rendimiento de las aplicaciones mediante la utilización de la red global de AWS para dirigir el tráfico al punto final óptimo de AWS en función de la ubicación del cliente y el estado de los puntos finales. Proporciona direcciones IP estáticas que actúan como direcciones IP Anycast, lo que garantiza que los clientes siempre sean dirigidos al punto final saludable más cercano. Esto ayuda a reducir la latencia, mejorar la disponibilidad de las aplicaciones y mejorar el rendimiento global de las aplicaciones.","https://aws.amazon.com/global-accelerator/faqs/#:~:text=A%3A%20AWS%20Global%20Accelerator%20provides,AWS%20Regions%2C%20to%20improve%20redundancy"
250,¿Cuáles de los siguientes son servicios informáticos de AWS? (Escoge dos.),"A. Vela de luz de Amazon.
B. Administrador de sistemas AWS.
C. AWS CloudFormation.
D. Lote de AWS.
E. Amazon Inspector.","A. Vela de luz de Amazon.
D. Lote de AWS.","A. Amazon Lightsail es un servicio informático simplificado que ofrece servidores privados virtuales (VPS) con sistemas operativos y aplicaciones preconfigurados. Está diseñado para una fácil configuración y es adecuado para cargas de trabajo pequeñas y medianas. D. AWS Batch es un servicio totalmente administrado que permite a los desarrolladores, científicos e ingenieros ejecutar de manera fácil y eficiente cargas de trabajo informáticas por lotes de cualquier escala en AWS. Aprovisiona dinámicamente la cantidad y el tipo óptimos de recursos informáticos (por ejemplo, CPU o instancias optimizadas para memoria) en función del volumen y los requisitos de recursos específicos de los trabajos por lotes enviados.",https://docs.aws.amazon.com/whitepapers/latest/aws-overview/compute-services.html
251,Una empresa debe informar sobre eventos que involucran los servicios de AWS específicos que utiliza. ¿Qué servicio o recurso de AWS puede utilizar la empresa con Amazon CloudWatch para cumplir con este requisito?,"A. Amazon Inspector.
B. Panel de salud personal de AWS.
C. AWS Trusted Advisor.
D. Registros de AWS CloudTrail.",D. Registros de AWS CloudTrail.,Los registros de AWS CloudTrail proporcionan un registro de todos los eventos de inicio de sesión de AWS Management Console y las llamadas API realizadas en la cuenta de AWS. Los registros de CloudTrail se pueden utilizar para informar sobre eventos que involucran servicios de AWS específicos que utiliza una empresa. La empresa puede utilizar los registros de CloudTrail con Amazon CloudWatch para monitorear y alertar sobre actividades específicas que ocurren dentro de su entorno de AWS.,https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudtrail-log-file-examples.html
252,Una empresa con AWS Enterprise Support necesita ayuda para comprender su factura mensual de AWS y desea implementar las mejores prácticas de facturación. ¿Qué herramienta o recurso de AWS está disponible para lograr estos objetivos?,"A. Etiquetado de recursos.
B. Equipo de soporte de AWS Concierge.
C. Equipo de abuso de AWS.
D. Soporte de AWS.",B. Equipo de soporte de AWS Concierge.,"AWS Concierge Support es un beneficio que viene con AWS Enterprise Support. Ofrece asistencia personalizada y de primer nivel para ayudar a los clientes empresariales con sus consultas de facturación, optimización de costos y otras preguntas y mejores prácticas relacionadas con AWS. El equipo de soporte de AWS Concierge brinda asistencia proactiva, ayuda a los clientes a comprender su factura mensual de AWS y ofrece orientación sobre las mejores prácticas de facturación para optimizar los costos.",https://aws.amazon.com/premiumsupport/plans/enterprise/
253,¿Cuál de las siguientes es una base de datos de valores clave de AWS que ofrece un rendimiento constante de milisegundos de un solo dígito a cualquier escala?,"A. Amazon RDS.
B. Aurora amazónica.
C. Amazon DynamoDB.
D. Desplazamiento al Amazon Redshift.",C. Amazon DynamoDB.,"Amazon DynamoDB es un servicio de base de datos de valores clave altamente escalable y totalmente administrado que ofrece un rendimiento constante de milisegundos de un solo dígito a cualquier escala. Le permite almacenar y recuperar cualquier cantidad de datos y atiende cualquier nivel de tráfico de solicitudes. DynamoDB distribuye automáticamente los datos y el tráfico de una tabla en una cantidad suficiente de servidores para manejar la capacidad de solicitud especificada por el cliente y la cantidad de datos almacenados, manteniendo al mismo tiempo un rendimiento rápido y constante. Amazon RDS, Amazon Aurora y Amazon Redshift también son servicios de AWS, pero no son servicios de bases de datos de valor clave, son servicios de bases de datos relacionales, un servicio de bases de datos relacionales compatible con Postgres y un servicio de almacenamiento de datos, respectivamente.",https://aws.amazon.com/dynamodb/
254,Una empresa está desarrollando una nueva aplicación Node.js. La aplicación debe tener una base de datos NoSQL escalable para satisfacer la creciente demanda a medida que crece la popularidad de la aplicación. ¿Qué servicio de AWS cumplirá con los requisitos de la base de datos?,"A. Amazon Aurora sin servidor.
B. Amazon ElastiCache.
C. Amazon DynamoDB.
D. Desplazamiento al Amazon Redshift.",C. Amazon DynamoDB.,"Amazon DynamoDB es un servicio de base de datos NoSQL totalmente administrado proporcionado por AWS. Está diseñado para ser altamente escalable y puede ajustar automáticamente su capacidad para manejar la demanda cambiante de las aplicaciones. DynamoDB proporciona una latencia constante de milisegundos de un solo dígito a cualquier escala, lo que lo hace ideal para aplicaciones que requieren acceso a datos con baja latencia, incluso con una popularidad y demanda cada vez mayores. Además, DynamoDB replica automáticamente datos en múltiples zonas de disponibilidad para garantizar una alta disponibilidad y durabilidad.",https://aws.amazon.com/dynamodb/
255,"Una empresa quiere configurar una cadena completa de herramientas de desarrollo y entrega continua para codificar, crear, probar e implementar código. ¿Qué servicio de AWS cumplirá con estos requisitos?","A. Amazon CodeGuru.
B. AWS CodeStar.
C. AWS CodeCommit.
D. AWS CodeDeploy.",B. AWS CodeStar.,"AWS CodeStar es un servicio totalmente administrado que le permite desarrollar, crear e implementar aplicaciones en AWS rápidamente. Proporciona una cadena de herramientas de entrega continua preconfigurada con integraciones para varios servicios de AWS, como AWS CodeCommit para repositorios de código fuente, AWS CodeBuild para creación de código, AWS CodePipeline para entrega continua y AWS CodeDeploy para implementaciones automatizadas. Con AWS CodeStar, puede configurar una cadena completa de herramientas de desarrollo y entrega continua para codificar, crear, probar e implementar código con facilidad.",https://docs.aws.amazon.com/codestar/latest/userguide/welcome.html
